Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Smedning og valsning af metal samt pulvermetallurgi,Maskinforarbejdning af metal,Fremstilling af håndværktøj,Fremstilling af andre færdige metalprodukter i.a.n.,Overfladebehandling af metal,Fremstilling af metalkonstruktioner og dele heraf,Fremstilling af døre og vinduer af metal,Fremstilling af andre tanke og beholdere af metal,Fremstilling af våben og ammunition,Fremstilling af låse og hængsler,"Fremstilling af bestik, skære- og klipperedskaber","Fremstilling af trådvarer, kæder og fjedre","Fremstilling af lukkeanordninger, bolte, skruer og møtrikker",Fremstilling af metaltønder og lignende beholdere,Fremstilling af letmetalemballage,Varmebehandling af metal,"Fremstilling af radiatorer, damp- og fyringskedler til centralvarmeanlæg"
1Glove Holding ApS,"Skaunvej 37, 8800 Viborg",Viborg,05.06.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36915293,50.0,-2000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGM 2014 ApS,"Dalvej 1, 6430 Nordborg",Sønderborg,14.10.1986,Ikke oplyst,Ikke oplyst,Anpartsselskab,10446600,80.0,-206000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scansign ApS,"Kuldyssen 4, 2630 Taastrup",Høje-Taastrup,01.12.2015,4.0,Mikro,Anpartsselskab,37290661,50.0,1307000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGEL-STÅL MONTAGE ApS,"Industrivej 4, 8660 Skanderborg",Skanderborg,27.06.2008,1.0,Mikro,Anpartsselskab,30507347,125.0,1868000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KETNER-UTSCH A/S,"Fabriksparken 23, 2600 Glostrup",Glostrup,29.01.2008,7.0,Mikro,Aktieselskab,31258154,601.0,14162000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibon 2017 ApS,"Folevænget 1, 2920 Charlottenlund",Gentofte,11.12.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39150565,50.0,-6000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mostek Automation ApS,"Engvej 259, 9440 Aabybro",Jammerbugt,02.02.2021,1.0,Mikro,Anpartsselskab,42082880,40.0,572000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APE HJØRRING ApS,"Sitkagranvej 9, 9800 Hjørring",Hjørring,27.05.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26628466,125.0,-17000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEADED REINFORCEMENT ApS,"Amaliegade 35, 1256 København K",København,15.09.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36202394,50.0,-34000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYOCERA UNIMERCO TOOLING A/S,"Drejervej 2, 7451 Sunds",Herning,01.09.1998,295.0,Stor,Aktieselskab,21126543,40.0,66602000.0,DKK,2024.0,1,1,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intecq ApS,"Tuemosevej 2, 4850 Stubbekøbing",Guldborgsund,25.09.2015,12.0,Lille,Anpartsselskab,37117307,50.0,4223000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grams Service & Smedie ApS,"Jens Holms Vej 37, 6000 Kolding",Kolding,07.12.2022,1.0,Mikro,Anpartsselskab,43692216,40.0,930000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anker Stålindustri ApS,"Værkstedsvej 2, 6000 Kolding",Kolding,26.06.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38742965,50.0,2848000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dana Tank A/S,"Nylandsvej 9, 6940 Lem St",Ringkøbing-Skjern,29.10.2019,30.0,Lille,Aktieselskab,40892273,400.0,770000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THF - TEKNIK ApS,"Lyngager 16, 2605 Brøndby",Brøndby,23.04.1976,5.0,Mikro,Anpartsselskab,56332715,200.0,2958000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LJ INDUSTRI A/S,"Lindholm Havnevej 38, 5800 Nyborg",Nyborg,23.05.2003,10.0,Lille,Aktieselskab,27174809,1.0,3933000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC ULDALL MASKINFABRIK A/S,"Niels Bohrs Vej 41, 8660 Skanderborg",Skanderborg,01.12.2005,49.0,Lille,Aktieselskab,29199965,500.0,39802000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SC ApS,"Magle Alle 4, 2770 Kastrup",Tårnby,25.08.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,10145112,125.0,175000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBN A/S,"Fabriksvej 27, 6920 Videbæk",Ringkøbing-Skjern,01.07.1989,14.0,Lille,Aktieselskab,13279284,500.0,15843000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jysk Gate Service ApS,"Skovdalsvej 115, 9230 Svenstrup J",Aalborg,18.03.2018,8.0,Mikro,Anpartsselskab,39418274,40.0,4940000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG Metal A/S,"Ørnevej 12, 7860 Spøttrup",Skive,01.04.1990,57.0,Mellemstor,Aktieselskab,16669792,1.0,32475000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGBJERG ApS,"Brøndbyskel 9, 2650 Hvidovre",Hvidovre,01.05.2009,43.0,Lille,Anpartsselskab,32261787,188.0,31698000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ØGLÆND SYSTEM A/S,"Niels Bohrs Vej 10, 6100 Haderslev",Haderslev,04.05.2009,29.0,Lille,Aktieselskab,32149049,500.0,21169000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T-TOTALRENOVERING A/S,"Holtug Linievej 44, 4660 Store Heddinge",Stevns,01.01.2003,4.0,Mikro,Aktieselskab,27231837,500.0,1264000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADES BESLAGSMEDIE ApS,"Vestermøllevej 4, 8660 Skanderborg",Skanderborg,04.11.2008,4.0,Mikro,Anpartsselskab,31783720,125.0,1628000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K. H. GEHRT & SØN A/S,"Garverland 6, 6372 Bylderup-Bov",Aabenraa,16.06.2007,10.0,Lille,Aktieselskab,30724496,500.0,6612000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEVANG MASKINFABRIK ApS,"Herstedøstervej 19, 2600 Glostrup",Glostrup,28.05.1981,4.0,Mikro,Anpartsselskab,65772612,200.0,1719000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Jern- & Metalskivefabrik ApS,"Måløv Værkstedsby 70, 2760 Måløv",Ballerup,28.02.2002,2.0,Mikro,Anpartsselskab,26502721,125.0,347000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOGH SKILTE A/S,"Langvadbjergvej 3, 7400 Herning",Herning,27.06.2005,19.0,Lille,Aktieselskab,28861907,667.0,10688000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SØSTRØM A/S,"Blommevej 28, 8930 Randers NØ",Randers,22.08.2007,27.0,Lille,Aktieselskab,30805321,900.0,17342000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bygshop ApS,"Rugvænget 8, 4100 Ringsted",Ringsted,06.01.2021,5.0,Mikro,Anpartsselskab,42000566,40.0,3317000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK STÅLBYG ApS,"Børnehave Alle 3, 4622 Havdrup",Solrød,29.06.2006,1.0,Mikro,Anpartsselskab,29695245,125.0,607000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM VÆRKTØJ ODENSE A/S,"Teknikvej 25, 5260 Odense S",Odense,07.05.1991,94.0,Mellemstor,Aktieselskab,15053135,600.0,69604000.0,DKK,2024.0,1,1,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGEDAL STÅL ApS,"Svalehøjvej 11, 3650 Ølstykke",Egedal,31.03.2011,1.0,Mikro,Anpartsselskab,33587716,80.0,126000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMB VISUALS A/S,"Bjødstrupvej 12 A, 8410 Rønde",Syddjurs,30.03.2009,14.0,Lille,Aktieselskab,32088627,500.0,3850000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP METAL A/S,"Nørregade 66, 8740 Brædstrup",Horsens,31.07.2008,16.0,Lille,Aktieselskab,31617421,500.0,9736000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSE METALLICA ApS,"Refstorpvej 1, 7760 Hurup Thy",Thisted,01.01.2003,9.0,Mikro,Anpartsselskab,10122813,125.0,3350000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOOL DENMARK A/S,"M.P. Allerups Vej 1, 5220 Odense SØ",Odense,20.06.2001,24.0,Lille,Aktieselskab,26089344,2.95,17186000.0,DKK,2024.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"INDUSTRIBEJDSNING, NORD ApS","Assensvej 4, 9220 Aalborg Øst",Aalborg,01.08.1996,10.0,Lille,Anpartsselskab,19434303,167.0,7815000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESKO SMEDE & MONTAGE ApS,"Kærhavegårdvej 108, 9270 Klarup",Aalborg,01.01.2007,19.0,Lille,Anpartsselskab,30357280,125.0,9630000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederikshavn Maskinsmedie ApS,"Damvej 4, 9900 Frederikshavn",Frederikshavn,17.06.2016,2.0,Mikro,Anpartsselskab,37802182,50.0,1868000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMEDEFIRMAET RAUNKJÆR ApS,"Fabriksvænget 8, 4130 Viby Sjælland",Roskilde,18.06.2003,10.0,Lille,Anpartsselskab,27207324,125.0,3513000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLM EL & VVS A/S,"Følfodvej 15, 9310 Vodskov",Aalborg,25.11.1985,65.0,Mellemstor,Aktieselskab,70699915,500.0,42217000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S DANSK AUTOGEN SERVICE,"Sydvestvej 148, 2600 Glostrup",Glostrup,14.12.1971,11.0,Lille,Aktieselskab,35622314,500.0,15433000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLDIG COAT ApS,"Molevej 14, 6700 Esbjerg",Esbjerg,01.01.2002,13.0,Lille,Anpartsselskab,26381185,125.0,17497000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vorbasse Vandpolering ApS,"Skødebjergvej 9, 6623 Vorbasse",Billund,29.06.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41473827,70.0,-13000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMMEL AUTOLAK ApS,"Industrivej 10, 8450 Hammel",Favrskov,16.10.1982,4.0,Mikro,Anpartsselskab,71285413,300.0,1258000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANIELSENS MASKINFABRIK ApS,"Symfonivej 30, 2730 Herlev",Herlev,27.03.1981,Ikke oplyst,Ikke oplyst,Anpartsselskab,66858316,775.0,-54000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smeden Rene ApS,"Hestehavevej 20, 4180 Sorø",Sorø,18.05.2015,1.0,Mikro,Anpartsselskab,36899557,50.0,529000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOBACH STÅLENTREPRISE A/S,"Rørdalsvej 198, 9220 Aalborg Øst",Aalborg,05.12.1975,44.0,Lille,Aktieselskab,43220810,560.0,23798000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JE Laser ApS,"Stenhuggervej 9, 6710 Esbjerg V",Esbjerg,01.02.2007,8.0,Mikro,Anpartsselskab,30239342,125.0,6806000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djurs Antirust og Servicecenter ApS,"Hans Winthers Vej 21, 8400 Ebeltoft",Syddjurs,22.10.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37171050,50.0,-42000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ STÅL ApS,"Fjelstruprødvej 32, 6100 Haderslev",Haderslev,15.03.2006,3.0,Mikro,Anpartsselskab,29414629,125.0,989000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hem Alu A/S,"Bogøvej 14, 8382 Hinnerup",Favrskov,06.10.2021,2.0,Mikro,Aktieselskab,42735906,400.0,1711000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balzers Montage ApS,"Ørsøvej 132, 9330 Dronninglund",Brønderslev-Dronninglund,27.06.2013,1.0,Mikro,Anpartsselskab,35397841,80.0,495000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMEDEMESTEREN ApS,"Vandmosevej 6, 7250 Hejnsvig",Billund,03.05.2004,5.0,Mikro,Anpartsselskab,27725120,125.0,13190000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JA Svejs & Montage ApS,"Restrup Kærvej 59, 9240 Nibe",Aalborg,01.07.2016,3.0,Mikro,Anpartsselskab,37841455,50.0,1219000.0,DKK,2024.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zebotek A/S,"Galgestrømvej 3 A, 6270 Tønder",Tønder,18.01.2019,27.0,Lille,Aktieselskab,40189025,400.0,12815000.0,DKK,2023.0,1,1,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KT STÅLINDUSTRI A/S,"Stationsvej 9-11, 3550 Slangerup",Frederikssund,01.03.1993,59.0,Mellemstor,Aktieselskab,16929182,1.0,40286000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTEK ApS,"Søndervang 9, 6400 Sønderborg",Sønderborg,05.05.2003,1.0,Mikro,Anpartsselskab,27178200,200.0,1530000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK MILJØ A/S,"Hobro Landevej 126, 8830 Tjele",Viborg,30.06.2004,13.0,Lille,Aktieselskab,27520200,500.0,10935000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRETEC DANMARK A/S,"Ådalen 6, 4600 Køge",Køge,28.11.2006,16.0,Lille,Aktieselskab,30075099,2.0,11529000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ABC Finmekanik ApS,"Industrivænget 6 B, 3320 Skævinge",Hillerød,01.02.2017,9.0,Mikro,Anpartsselskab,38382071,50.0,3268000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAN-DOORS A/S,"Industrivej 19, 8660 Skanderborg",Skanderborg,16.10.1982,64.0,Mellemstor,Aktieselskab,71283011,5.0,38449000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGI A/S,"Virkelyst 5, 9400 Nørresundby",Aalborg,14.05.1998,174.0,Mellemstor,Aktieselskab,20861770,1.01,175716000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKTEKNIK ApS,"Smedegade 11, 6000 Kolding",Kolding,25.03.2013,4.0,Mikro,Anpartsselskab,32317669,133.0,3476000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Coating ApS,"Hindsholmvej 16, 5300 Kerteminde",Kerteminde,21.08.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41611235,40.0,105000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQ METAL A/S,"Birkemosevej 1, 8361 Hasselager",Århus,21.04.1977,62.0,Mellemstor,Aktieselskab,42625728,1.0,19318000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HH METAL OG RØR ApS,"Hårupgade 13, 8740 Brædstrup",Horsens,21.09.2005,13.0,Lille,Anpartsselskab,28994834,143.0,10119000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Globe Overfladeteknik ApS,"Vagtelvej 1, 8560 Kolind",Syddjurs,08.11.2017,5.0,Mikro,Anpartsselskab,39070928,50.0,2582000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR-TECH A/S,"Bygmarken 1, 3520 Farum",Furesø,28.05.1982,12.0,Lille,Aktieselskab,71097714,500.0,12245000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Semtek Maskinfabrik A/S,"Industrivej 35, 7900 Nykøbing M",Morsø,27.03.2002,17.0,Lille,Aktieselskab,26549027,500.0,7395000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEA PHØNIX ApS,"Middelfartvej 297, 5200 Odense V",Odense,17.04.2007,1.0,Mikro,Anpartsselskab,30502000,50.0,310000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AALBORG INDUSTRI COATING A/S,"Stationsmestervej 83, 9200 Aalborg SV",Aalborg,13.05.2008,6.0,Mikro,Aktieselskab,31424143,600.0,4875000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONMAS ApS,"Værkstedvej 10, 2500 Valby",København,05.09.2005,5.0,Mikro,Anpartsselskab,29131724,150.0,3644000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H.J.R. Engineering ApS,"Søndergade 29, 4653 Karise",Faxe,16.04.2015,2.0,Mikro,Anpartsselskab,36718374,50.0,997000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYLOCK ApS,"Klejsgårdvej 22, 7130 Juelsminde",Hedensted,30.08.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38899546,150.0,-456000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Safety Lock ApS,"Industrivænget 16 A, 4622 Havdrup",Solrød,01.01.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37357898,72.0,3000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQUACUT ApS,"Søndergade 30, 8920 Randers NV",Randers,13.08.2007,2.0,Mikro,Anpartsselskab,30738802,125.0,1964000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK Production, Maskinfabrik A/S","Kløvermarken 106, 7190 Billund",Billund,30.06.2015,15.0,Lille,Aktieselskab,36955465,500.0,9066000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H. H. EL-GALVANISERING ApS,"Korinthvej 25, 9220 Aalborg Øst",Aalborg,03.12.2003,3.0,Mikro,Anpartsselskab,10154553,125.0,835000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A PORTE HOLDING ApS,"Jernbanegade 5, 6870 Ølgod",Varde,19.12.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31890306,125.0,,nan,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brdr. Markussens Metalvarefabrik A/S,"Sverigesvej 5-11, 7480 Vildbjerg",Herning,25.01.1971,50.0,Mellemstor,Aktieselskab,28544014,6.0,72795000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALLEHAVE STÅL & MONTAGE ApS,"Hjortspringvej 26, 6430 Nordborg",Sønderborg,25.06.2013,31.0,Lille,Anpartsselskab,32338399,80.0,20646000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
