Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
Copenhagen Coffee Dealers ApS,"Blodhøjvej 2, 4040 Jyllinge",Roskilde,15.05.2017,3.0,Mikro,Anpartsselskab,38645838,9,170000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Döhler Denmark A/S,"Hestehaven 3, 5260 Odense S",Odense,26.05.1976,117.0,Mellemstor,Aktieselskab,56462317,10.001,73351000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAR´ DJUS A/S,"Skovsøviadukten 8, 4200 Slagelse",Slagelse,18.02.2016,9.0,Mikro,Aktieselskab,37462721,400,4883000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ard Bakery ApS,"Peter Bangs Vej 95 st th, 2000 Frederiksberg",Frederiksberg,22.02.2022,39.0,Lille,Anpartsselskab,43080520,40,3179000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FISHERMENS FACTORY A/S,"Industrivangen 2 B, 7730 Hanstholm",Thisted,01.01.1992,29.0,Lille,Aktieselskab,15884282,2.300,10902000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORKLA FOODS STRUER A/S,"Industrivej 5, 7600 Struer",Struer,28.06.1995,29.0,Lille,Aktieselskab,18798794,1.000,8893000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JENSEN BRØD ApS,"Vardevej 4-6, 9220 Aalborg Øst",Aalborg,17.11.2003,80.0,Mellemstor,Anpartsselskab,27453627,125,50986000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prekulab Ltd ApS,"Revvej 41, 4220 Korsør",Slagelse,31.08.1970,5.0,Mikro,Anpartsselskab,36767219,500,16353000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knæk og Bræk ApS,"Idrætsvej 3, 9500 Hobro",Mariagerfjord,21.02.2019,9.0,Mikro,Anpartsselskab,40285873,50,2405000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DayDose ApS,"Kalvebod Brygge 35, 1560 København V",København,27.09.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39899043,250,-324000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLING GRØNKJÆR FISKEEKSPORT A/S,"Fibigers Gade 8, 7730 Hanstholm",Thisted,01.11.1991,14.0,Lille,Aktieselskab,15681896,500,9409000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRØD by Vanilla ApS,"Paladspassagen 14, 7100 Vejle",Vejle,30.10.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39045346,50,-6000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAFARM A/S,"Ferrarivej 12, 7100 Vejle",Vejle,06.06.2002,Ikke oplyst,Ikke oplyst,Aktieselskab,26638445,500,739000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilleleje Havns Bageri ApS,"Fiskerbakken 10, 3250 Gilleleje",Gribskov,20.07.2015,21.0,Lille,Anpartsselskab,37045128,50,13377000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kagefabrikken ApS,"Symfonivej 16, 2730 Herlev",Herlev,12.05.2016,4.0,Mikro,Anpartsselskab,37680192,50,1227000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYRVED & MØLLER ApS,"Strandsegårdsvej 1 B, 3310 Ølsted",Halsnæs,01.07.2000,2.0,Mikro,Anpartsselskab,25570723,130,701000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUKA ApS,"Store Kongensgade 18 st, 1264 København K",København,05.03.2019,117.0,Mellemstor,Anpartsselskab,40383646,50,24531000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moo Moo Is ApS,"Göteborg Plads 13, 2150 Nordhavn",København,27.08.2021,4.0,Mikro,Anpartsselskab,42634433,40,736000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADIAS SANDWICH ApS,"Østerågade 8 1, 9000 Aalborg",Aalborg,04.08.2005,88.0,Mellemstor,Anpartsselskab,28964684,255,14461000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tims Cookies ApS,"Amager Landevej 119, 2770 Kastrup",Tårnby,04.07.2006,22.0,Lille,Anpartsselskab,28657722,150,7011000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommys Kødsalg ApS,"Ellingvej 1, 8600 Silkeborg",Silkeborg,17.04.2018,10.0,Lille,Anpartsselskab,39526484,60,2074000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guldalderen ApS,"Guldalderen 28 B, 2640 Hedehusene",Høje-Taastrup,03.12.2014,10.0,Lille,Anpartsselskab,36452390,400,386000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnat ApS,"Knud Højgaards Vej 9, 2860 Søborg",Gladsaxe,01.09.2012,39.0,Lille,Anpartsselskab,34701946,80,27826000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHAK NIELSEN OG SØNS RØGERIER ApS,"Atletikvej 19, 9230 Svenstrup J",Aalborg,15.04.1971,5.0,Mikro,Anpartsselskab,32329012,300,823000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GarageRisteriet ApS,"Løgtenvej 27, 8543 Hornslet",Syddjurs,09.12.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37295779,50,35000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ApS NR. 1234 AF 29.10.2007,"Skanderborgvej 19, 8751 Gedved",Horsens,08.11.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,31069661,4.491,-15000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GULDBAGEREN HOLSTEBRO A/S,"Struervej 83, 7500 Holstebro",Holstebro,23.06.2008,13.0,Lille,Aktieselskab,31498716,500,2495000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hjertebageriet ApS,"Jellingvej 101 B, 7100 Vejle",Vejle,08.09.2015,22.0,Lille,Anpartsselskab,37066133,50,2835000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skagen Bageri ApS,"Fiskehuskajen 11, 9990 Skagen",Frederikshavn,07.10.2021,37.0,Lille,Anpartsselskab,42774383,40,4609000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brødsnedkeren ApS,"Blåmunkevej 4, 3060 Espergærde",Helsingør,24.06.2019,50.0,Mellemstor,Anpartsselskab,40605096,40,9086000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOR BAGER. TØNDER ApS,"Vestergade 8, 6270 Tønder",Tønder,15.06.1998,21.0,Lille,Anpartsselskab,21041084,135,5718000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARUMHUS A/S,"Jernbanevej 2, 3520 Farum",Furesø,10.03.2005,267.0,Stor,Aktieselskab,28504462,3.012,41532000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliga A/S,"Vandværksvej 12, 9800 Hjørring",Hjørring,25.09.2016,11.0,Lille,Aktieselskab,38034170,3.916,-2797000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umami Gastronomy ApS,"Strandvejen 26 B 2 th, 2100 København Ø",København,12.03.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32077943,125,0.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LØGISMOSE A/S,"Ny Vestergade 2, 5672 Broby",Faaborg-Midtfyn,27.07.1999,171.0,Mellemstor,Aktieselskab,21924679,600,125558000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAGEKRUMMEN ApS,"Eriksmindevej 26, 2670 Greve",Greve,04.07.2014,27.0,Lille,Anpartsselskab,36036753,50,8112000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aidt Slagtehus ApS,"Bavnehøjvej 1, 8881 Thorsø",Favrskov,29.06.2018,14.0,Lille,Anpartsselskab,39684888,50,3525000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adival A/S,"Stilbjergvej 1 A, 7190 Billund",Billund,09.06.2000,18.0,Lille,Aktieselskab,25447964,500,17278000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algenius Foods ApS,"Fruebjergvej 3, 2100 København Ø",København,15.06.2023,1.0,Mikro,Anpartsselskab,44150786,54,-108000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Gourmetkød ApS,"Havnevej 8, 7600 Struer",Struer,12.11.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41843985,40,-7457000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
THORUPSTRAND FISKERCOMPAGNI ApS,"Thorup Strandvej 267, 9690 Fjerritslev",Jammerbugt,24.06.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35383905,80,0.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viksjø ApS,"Hjortevænget 2, 4130 Viby Sjælland",Roskilde,25.09.2007,1.0,Mikro,Anpartsselskab,30907965,40,877000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuli ApS,"Gummersmarkvej 7 A, 4632 Bjæverskov",Køge,10.05.2023,1.0,Mikro,Anpartsselskab,44052792,40,-202000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKOVS BAGERIER ApS,"Galgebjergvej 8, 6000 Kolding",Kolding,04.08.2006,24.0,Lille,Anpartsselskab,29769869,300,2009000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byens Bagel ApS,"Skt. Pauls Kirkeplads 7 st th, 8000 Aarhus C",Århus,09.07.2017,13.0,Lille,Anpartsselskab,38783157,50,1614000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Innomark Consult ApS,"Nygårdsvej 9, 6940 Lem St",Ringkøbing-Skjern,12.12.1975,Ikke oplyst,Ikke oplyst,Anpartsselskab,24304213,250,-36000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gourmet Fidusen ApS,"Egevej 34, 4070 Kirke Hyllinge",Lejre,14.09.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43513060,40,-54000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cafe Havkatten ApS,"Ved Slusen 30, 2300 København S",København,08.03.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35055525,80,0.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filetfabrikken Hanstholm 2 ApS,"Kai Lindbergs Gade 79, 7730 Hanstholm",Thisted,08.09.2023,16.0,Lille,Anpartsselskab,44291959,400,-46000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP 2021 ApS,"Refshalevej 213 A, 1432 København K",København,15.10.2021,12.0,Lille,Anpartsselskab,42760749,40,2911000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYENS BAGER BROBY ApS,"Stationsvej 17, 5672 Broby",Faaborg-Midtfyn,15.01.2003,13.0,Lille,Anpartsselskab,27012833,413,2171000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARP BAGERI ApS,"Tarp Byvej 49, 6715 Esbjerg N",Esbjerg,12.05.1998,23.0,Lille,Anpartsselskab,20872101,200,6475000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noormann ApS,"Constantiavej 33, 9900 Frederikshavn",Frederikshavn,18.01.2018,12.0,Lille,Anpartsselskab,39260158,50,5506000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLY F. KAGER A/S,"Stensballe Strandvej 34, 8700 Horsens",Horsens,14.11.2007,4.0,Mikro,Aktieselskab,31158575,500,2055000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SOPHUS FUGLSANG. EXPORT-MALTFABRIK A/S,"Ribe Landevej 12, 6100 Haderslev",Haderslev,28.12.1970,58.0,Mellemstor,Aktieselskab,37186813,25.000,164382000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRIFINE A/S,"Kærup Alle 2, 4100 Ringsted",Ringsted,30.06.2003,12.0,Lille,Aktieselskab,27236081,556,10552000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Better Drinks ApS,"Herningvej 9 C, 6880 Tarm",Ringkøbing-Skjern,28.03.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43155393,40,125000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAGTER ENGDAHL ApS,"Industriparken 10, 4960 Holeby",Lolland,26.05.2005,8.0,Mikro,Anpartsselskab,28717121,125,3164000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PerfectSeason ApS,"Birkedommervej 31 2 th, 2400 København NV",København,17.09.2018,8.0,Mikro,Anpartsselskab,39876027,195,1014000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nature Preserve ApS,"Maskinvej 5, 2860 Søborg",Gladsaxe,13.12.2018,4.0,Mikro,Anpartsselskab,40088113,40,794000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinello ApS,"Søndre Strandvej 20, 2680 Solrød Strand",Solrød,01.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36946482,50,27000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prinsessens Lækre Bag ApS,"Anemonevej 62, 2820 Gentofte",Gentofte,07.06.2000,32.0,Lille,Anpartsselskab,25431944,274,1993000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REHBERGS 1994 ApS,"Søborg Torv 3, 2860 Søborg",Gladsaxe,31.12.1994,17.0,Lille,Anpartsselskab,18376903,200,3941000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ØLLINGEGAARD ApS AF 30/6 2012,"Skindergade 23, 1159 København K",København,13.06.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30616227,400,-254000.0,DKK,2024.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAGERGAARDEN TØRRING ApS,"Bredgade 17, 7160 Tørring",Hedensted,10.06.1998,24.0,Lille,Anpartsselskab,20974699,125,4795000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
