Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Reparation og vedligeholdelse af færdige metalprodukter,Reparation og vedligeholdelse af maskiner,Reparation og vedligeholdelse af elektrisk udstyr,Installation af industrimaskiner og -udstyr,Reparation og vedligeholdelse af civile skibe og både,Reparation og vedligeholdelse af elektronisk og optisk udstyr,Reparation og vedligeholdelse af civile luft- og rumfartøjer,Reparation og vedligeholdelse af andet udstyr,Reparation og vedligeholdelse af andre civile transportmidler,"Reparation og vedligeholdelse af militære kampkøretøjer, skibe, både og luft- og rumfartøjer"
KAPTAINS SMEDE OG VVS ApS,"Bystedvej 2, 7870 Roslev",Skive,17.10.2014,2.0,Mikro,Anpartsselskab,36409452,50.0,1544000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEXMONTAGE HOLDING ApS,"Industrivej 5, 8830 Tjele",Viborg,18.06.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34595674,80.0,-3000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LP-YACHT ApS,"Vester Fjordvej 7, 9280 Storvorde",Aalborg,01.11.2005,4.0,Mikro,Anpartsselskab,29153418,125.0,666000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EB TEKNIK BORUP A/S,"Bækgårdsvej 47, 4140 Borup",Køge,02.11.1987,28.0,Lille,Aktieselskab,11576494,500.0,9706000.0,DKK,2024.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eriksens Enterprise ApS,"Vestermarken 1 A, 4200 Slagelse",Slagelse,27.05.2021,6.0,Mikro,Anpartsselskab,42417831,40.0,480000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA-Service ApS,"Østergård 10, 6510 Gram",Haderslev,02.04.2020,5.0,Mikro,Anpartsselskab,41305517,40.0,2401000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CM Workforce ApS,"Læsøvej 5 A, 9800 Hjørring",Hjørring,05.01.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34205213,194.0,-8000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dinesen Teknik ApS,"Sønderholmsvej 3, 6000 Kolding",Kolding,27.04.2023,2.0,Mikro,Anpartsselskab,44018020,40.0,590000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TS-Powered ApS,"Tranebærvej 24, 9530 Støvring",Rebild,31.10.2017,1.0,Mikro,Anpartsselskab,39047942,50.0,404000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSO Svendborg Aps,"Østre Havnevej 2 3, 5700 Svendborg",Svendborg,05.09.2018,8.0,Mikro,Anpartsselskab,39835843,50.0,2293000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KNL HOLDING HJØRRING ApS,"Vrenstedvej 16, 9480 Løkken",Hjørring,09.03.2005,1.0,Mikro,Anpartsselskab,28509979,125.0,-9000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JANUARVEJ 42 ApS,"Harevej 34, 6760 Ribe",Esbjerg,07.11.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34738432,80.0,316000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSTAINABLE ENERGY ApS,"Gothersgade 23, 8800 Viborg",Viborg,13.12.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26915236,125.0,-1000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KOB Industries ApS,"Limfjordsgade 29, 9440 Aabybro",Jammerbugt,14.12.2021,7.0,Mikro,Anpartsselskab,42903795,40.0,7581000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRUER KLEINSMEDIE A/S,"Fabriksvej 7, 7600 Struer",Struer,03.07.1995,20.0,Lille,Aktieselskab,18671735,500.0,3581000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
HBT Service ApS,"Spongbækken 24 st, 8362 Hørning",Skanderborg,26.11.2010,1.0,Mikro,Anpartsselskab,33354681,160.0,619000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANKCLEAN & INSPECTION ApS,"Strandskadevej 12, 2650 Hvidovre",Hvidovre,01.04.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33590687,80.0,-37000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM MASKINER A/S,"Københovedvej 54 A, 6630 Rødding",Vejen,25.06.2013,3.0,Mikro,Aktieselskab,32356168,3.0,24223000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTC AGRO ApS,"Mejerivej 14, 5464 Brenderup Fyn",Middelfart,29.08.2005,Ikke oplyst,Ikke oplyst,Anpartsselskab,28978243,125.0,-146000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Linnemann ApS,"Børsen 15, 9800 Hjørring",Hjørring,21.06.2021,1.0,Mikro,Anpartsselskab,42484032,40.0,413000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRDR. MADSEN MOTOR ApS,"Havnevej 17, 3770 Allinge",Bornholm,01.06.1997,Ikke oplyst,Ikke oplyst,Anpartsselskab,20197595,135.0,-5000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoCollective Rail Service A/S,"Skøjtevej 26, 2770 Kastrup",Tårnby,15.10.2018,94.0,Mellemstor,Aktieselskab,39944316,400.0,-28191000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SEAMASTER ApS,"Vesterhavsgade 133, 6700 Esbjerg",Esbjerg,01.01.1999,9.0,Mikro,Anpartsselskab,21441783,125.0,3942000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Magnussen Morten ApS,"Buskmosevej 35, 6300 Gråsten",Sønderborg,21.07.2022,1.0,Mikro,Anpartsselskab,43404644,40.0,518000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
powertech-marine.dk ApS,"Oddenvej 241 A, 4583 Sjællands Odde",Odsherred,21.08.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38887432,50.0,213000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PORT-TEK ApS,"Marbækparken 33, 6710 Esbjerg V",Esbjerg,19.11.2013,4.0,Mikro,Anpartsselskab,35532757,80.0,3585000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDTJYDSK ELEKTRO A/S,"Rønnebærvej 4, 7400 Herning",Herning,17.06.1991,12.0,Lille,Aktieselskab,15217847,500.0,8525000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK-AUTOMATION ApS,"Gl. Skolevej 9 A, 8832 Skals",Viborg,08.12.2014,4.0,Mikro,Anpartsselskab,36462752,50.0,7560000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJM Montage ApS,"Mjølnersvænget 4, 9990 Skagen",Frederikshavn,02.03.2022,3.0,Mikro,Anpartsselskab,43117076,40.0,680000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marine Garage ApS,"Havnevej 2, 4500 Nykøbing Sj",Odsherred,08.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39224151,75.0,246000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MSC Constructions ApS,"Strandgade 5 2, 5610 Assens",Assens,19.08.2020,6.0,Mikro,Anpartsselskab,41599626,40.0,2433000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CR TEKNIK ApS,"Ulvevej 15, 4622 Havdrup",Solrød,09.02.2004,2.0,Mikro,Anpartsselskab,27585248,126.0,794000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B23 ApS,"Baldrianvej 23, 2900 Hellerup",Gentofte,16.07.2012,1.0,Mikro,Anpartsselskab,34618135,80.0,142000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Systec ApS,"Kirke Værløsevej 24 1, 3500 Værløse",Furesø,06.11.2014,4.0,Mikro,Anpartsselskab,36435240,50.0,7021000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMMERSHØJ SMEDE- OG MASKINFORRETNING ApS,"Tindbækvej 4, 8830 Tjele",Viborg,28.06.2005,13.0,Lille,Anpartsselskab,28869282,125.0,6179000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. O. ENTREPRENØRSERVICE ApS,"Basager 5, 8930 Randers NØ",Randers,24.04.2007,1.0,Mikro,Anpartsselskab,30568508,125.0,1321000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ED Consult ApS,"Lerager 38, 3600 Frederikssund",Frederikssund,20.12.2022,1.0,Mikro,Anpartsselskab,43722107,40.0,184000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CONNECTED WIND SERVICES DANMARK A/S,"Langs Skoven 37, 8541 Skødstrup",Århus,04.09.2002,112.0,Mellemstor,Aktieselskab,10097924,500.0,77806000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQ fix ApS,"Røngevej 5 A, 8860 Ulstrup",Favrskov,24.05.2022,1.0,Mikro,Anpartsselskab,43282786,40.0,450000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S OILPOWER HYDRAULICS,"Skippergade 7, 6700 Esbjerg",Esbjerg,02.10.1981,28.0,Lille,Aktieselskab,60515417,500.0,25845000.0,DKK,2024.0,1,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sunes Bådservice ApS,"Christiansmindevej 4 4 tv, 2100 København Ø",København,01.06.2023,1.0,Mikro,Anpartsselskab,44092484,40.0,-37000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MICMATIC ApS,"Østre Langgade 3, 8643 Ans By",Silkeborg,12.07.2000,8.0,Mikro,Anpartsselskab,25504739,250.0,3893000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KR TEKNIK ApS,"Vrinners Bygade 45, 8420 Knebel",Syddjurs,27.06.2005,Ikke oplyst,Ikke oplyst,Anpartsselskab,27962637,125.0,10000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHansen ApS,"Mariendalsvej 8 st tv, 2000 Frederiksberg",Frederiksberg,24.08.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37001511,40.0,295000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Svedan Marine Industriservice A/S,"Håndværkerbyen 8, 2670 Greve",Greve,11.10.2021,2.0,Mikro,Aktieselskab,42746665,400.0,3653000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APM Terminals - Aarhus A/S,"Østhavnsvej 43, 8000 Aarhus C",Århus,14.12.2009,479.0,Stor,Aktieselskab,32658393,7.5,506780000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Andersen Reparation og Service ApS,"Vestervigvej 24, 7755 Bedsted Thy",Thisted,01.01.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34204764,80.0,-15000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM MARINE SERVICE A/S,"Tangmosevej 108, 4600 Køge",Køge,19.04.2000,5.0,Mikro,Aktieselskab,25347552,500.0,5192000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daugaard Maskinservice ApS,"Skeevej 3, 4370 Store Merløse",Holbæk,11.06.2019,8.0,Mikro,Anpartsselskab,40578234,40.0,5375000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIREXPRESS A/S,"Lille Blødevej 3, 3600 Frederikssund",Frederikssund,18.05.1998,2.0,Mikro,Aktieselskab,20914483,3.5,1405000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEO ANDERSEN VENTILATION ApS,"Ginnerupvej 21, 7860 Spøttrup",Skive,24.06.2009,1.0,Mikro,Anpartsselskab,32274927,125.0,529000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SCANOMAT A/S,"Vibe Alle 3, 2980 Kokkedal",Fredensborg,01.05.1997,78.0,Mellemstor,Aktieselskab,20050535,10.0,79897000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRUNO CHRISTENSEN & SØNNER ORGELBYGGERI ApS,"Terkelsbøl Bygade 59, 6360 Tinglev",Aabenraa,06.12.1974,5.0,Mikro,Anpartsselskab,50160513,200.0,3887000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Danish Marine-Off-shore and Industrial Service ApS,"Thistedvej 100, 9400 Nørresundby",Aalborg,08.10.2019,4.0,Mikro,Anpartsselskab,40940499,40.0,1596000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DB-ENGINEERING ApS,"Bobjergvej 2, 4550 Asnæs",Odsherred,07.02.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35661786,50.0,-10000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FORBO SIEGLING DANMARK A/S,"Industrivej 15, 6640 Lunderskov",Kolding,10.09.1979,43.0,Lille,Aktieselskab,88108817,33.0,35397000.0,DKK,2023.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OH Truck Service ApS,"Havrevænget 15, 6990 Ulfborg",Holstebro,22.06.2018,4.0,Mikro,Anpartsselskab,39685108,50.0,594000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVO Svejs og Montage ApS,"Åvad 6, 4623 Lille Skensved",Køge,25.05.2022,3.0,Mikro,Anpartsselskab,43284290,40.0,2289000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beritech Kalundborg A/S,"Østre Havnevej 18, 4400 Kalundborg",Kalundborg,01.09.2014,35.0,Lille,Aktieselskab,36077220,400.0,31296000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DMN BYG ApS,"Nordre Strandvej 2 F 1 661, 3000 Helsingør",Helsingør,05.10.2016,1.0,Mikro,Anpartsselskab,38063146,50.0,893000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJÆLLANDSKE BÅDSERVICE ApS,"Tømmerupvej 42, 2770 Kastrup",Tårnby,10.09.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34700184,80.0,-3000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HNC GROUP A/S,"Borgergade 17, 4241 Vemmelev",Slagelse,26.06.2000,23.0,Lille,Aktieselskab,25486064,848.0,17621000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweetharts ApS,"Niels Neergaards Gade 26, 2300 København S",København,16.10.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40866248,40.0,0.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STENHØJ HYDRAULIK A/S,"Sigurd Stenhøj Vej 2, 7150 Barrit",Hedensted,01.03.1993,32.0,Lille,Aktieselskab,16926205,2.51,17198000.0,DKK,2023.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPV INTERNATIONAL A/S,"Lysholt Allé 11, 7100 Vejle",Vejle,24.06.1981,227.0,Mellemstor,Aktieselskab,66945715,50.0,32665000.0,DKK,2023.0,1,0,33,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Buur Consult ApS,"Torpet 14, 4300 Holbæk",Holbæk,19.01.2022,1.0,Mikro,Anpartsselskab,42991570,40.0,659000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scansteel foodtech A/S,"Industrivej 6, 4200 Slagelse",Slagelse,01.02.1985,89.0,Mellemstor,Aktieselskab,77118012,505.0,55335000.0,DKK,2024.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordborg Køl & Frost ApS,"Storegade 82 st, 6430 Nordborg",Sønderborg,05.05.2020,1.0,Mikro,Anpartsselskab,41340487,40.0,295000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
My-services ApS,"Gymnasievej 197 2 tv, 4600 Køge",Køge,03.07.2020,5.0,Mikro,Anpartsselskab,41507454,40.0,58000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hjortgaard Smede og Montage ApS,"Borsholmvej 21 st, 3100 Hornbæk",Helsingør,17.02.2016,9.0,Mikro,Anpartsselskab,37467863,50.0,7612000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conro Tech ApS,"Davrekildevej 4, 4270 Høng",Kalundborg,15.12.2019,2.0,Mikro,Anpartsselskab,41025735,50.0,948000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKJ VENTILATION ApS,"Toftevangen 31, 5591 Gelsted",Middelfart,28.01.2008,3.0,Mikro,Anpartsselskab,31189179,125.0,2077000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagnersen Technologies ApS,"Thit Jensens Vej 7, 6000 Kolding",Kolding,27.08.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42663581,40.0,-48000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLIANCE INVEST ApS,"Kongelundsvej 428, 2770 Kastrup",Tårnby,23.06.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32283918,125.0,98000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MR. FIX-A-LOT ApS,"Bistrupvej 66, 3460 Birkerød",Rudersdal,22.03.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42240028,40.0,4000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LOK - TEST A/S,"Emdrupvej 102, 2400 København NV",København,31.10.1976,Ikke oplyst,Ikke oplyst,Aktieselskab,44517728,500.0,884000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"VIGGO HANSEN A/S, SMEDE- OG MASKINFABRIK","Egegårdsvej 5, 5260 Odense S",Odense,02.01.1989,29.0,Lille,Aktieselskab,12678444,500.0,17382000.0,DKK,2024.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frimanns Montage & Service ApS,"Sakskøbingvej 16, 4880 Nysted",Guldborgsund,06.09.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39842688,40.0,-12000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alt-Mads ApS,"Gravsholtvej 65, 9310 Vodskov",Aalborg,10.04.2018,1.0,Mikro,Anpartsselskab,39473240,50.0,371000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALD. NIELSEN MASKINFABRIK A/S,"Møllevej 2, 8420 Knebel",Syddjurs,15.12.1997,1.0,Mikro,Aktieselskab,20595337,500.0,1319000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denaa Teknik ApS,"Arendrupsvej 7, 9382 Tylstrup",Aalborg,26.04.2021,1.0,Mikro,Anpartsselskab,42338664,40.0,1278000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHERER'S ELEKTRO ApS,"Valhøjs Alle 171, 2610 Rødovre",Rødovre,13.12.2000,8.0,Mikro,Anpartsselskab,25793633,125.0,3112000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDTJYSK BAGERISERVICE ApS,"Elsborgvej 47, 8840 Rødkærsbro",Viborg,31.05.2006,5.0,Mikro,Anpartsselskab,29609322,125.0,4157000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH SERVICE & LANDBRUG ApS,"Løngvej 14, 4180 Sorø",Sorø,27.06.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30696921,125.0,60000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerteminde -Motorservice ApS,"Kohaven 27, 5300 Kerteminde",Kerteminde,06.09.2018,1.0,Mikro,Anpartsselskab,39854473,50.0,436000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RAGNER A/S,"Holmagervej 11, 8543 Hornslet",Syddjurs,03.09.2012,11.0,Lille,Aktieselskab,34696209,500.0,10937000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jysk Vakuum Service ApS,"Struervej 16, 7500 Holstebro",Holstebro,14.05.2019,3.0,Mikro,Anpartsselskab,40517545,40.0,1248000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK DETAIL SERVICE ApS,"Skaverupvej 5, 4760 Vordingborg",Vordingborg,07.05.2012,1.0,Mikro,Anpartsselskab,34575452,80.0,715000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRICHS ENERGY A/S,"Sverigesvej 14, 8700 Horsens",Horsens,07.07.2008,4.0,Mikro,Aktieselskab,31598699,400.0,1487000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELEKTRO-MOTOR. ELEKTROMEKANISK ETABLISSEMENT ApS,"Skælskørvej 88, 4250 Fuglebjerg",Næstved,28.12.1971,Ikke oplyst,Ikke oplyst,Anpartsselskab,40683917,300.0,-20000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGBALLEGAARD INVEST 3 A/S,"Ærøgade 4, 5960 Marstal",Ærø,29.06.1983,Ikke oplyst,Ikke oplyst,Aktieselskab,73274311,500.0,,nan,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SPEED TECH A/S,"Nybrovej 97, 2820 Gentofte",Gentofte,12.04.1991,8.0,Mikro,Aktieselskab,15020334,625.0,8872000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stenderup Smede- og Maskinværksted ApS,"Stenderup Byvej 4, 6520 Toftlund",Tønder,14.12.2016,1.0,Mikro,Anpartsselskab,38253883,40.0,619000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assens Industriservice ApS,"Storegade 82, 9550 Mariager",Mariagerfjord,01.08.2019,1.0,Mikro,Anpartsselskab,40693092,40.0,980000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANVÆGT A/S,"Navervej 26, 8382 Hinnerup",Favrskov,07.11.1983,30.0,Lille,Aktieselskab,58385816,4.4,20251000.0,DKK,2023.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanadevia Inova Denmark A/S,"Energivej 16, 6670 Holsted",Vejen,04.12.2017,177.0,Mellemstor,Aktieselskab,39134268,769.0,240290000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAYS MARITIME DK ApS,"Havneparken 14 B, 7100 Vejle",Vejle,07.02.2006,1.0,Mikro,Anpartsselskab,29325332,125.0,421000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GREENCO2N ApS,"Buskelundskoven 95, 8600 Silkeborg",Silkeborg,27.01.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34218366,80.0,,nan,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voldum Smede & Maskinværksted ApS,"Bramstrupvej 15, 8370 Hadsten",Favrskov,22.11.2019,3.0,Mikro,Anpartsselskab,40951822,40.0,1461000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JØRGEN RASMUSSEN ApS,"Anneksvej 1, 8382 Hinnerup",Favrskov,01.09.1988,1.0,Mikro,Anpartsselskab,12607083,200.0,-42000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.E. VENTILATIONSSERVICE ODENSE ApS,"Østerbro 4, 5690 Tommerup",Assens,19.12.1988,3.0,Mikro,Anpartsselskab,12667299,200.0,2342000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
