Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af andet elektrisk udstyr,"Fremstilling af elektriske motorer, generatorer og transformatorer",Fremstilling af andre elektroniske og elektriske ledninger og kabler,Fremstilling af elektriske fordelings- og kontrolapparater,Fremstilling af belysningsartikler,Fremstilling af tilbehør til ledninger og kabler,Fremstilling af elektriske husholdningsapparater,Fremstilling af ikke-elektriske husholdningsapparater,Fremstilling af batterier og akkumulatorer,Fremstilling af lyslederkabler
BMN Elektronik ApS,"Industrivej 9 A, 4700 Næstved",Næstved,12.06.2017,5.0,Mikro,Anpartsselskab,38711342,50.0,1944000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELFAC A/S,"Priorsvej 23, 8600 Silkeborg",Silkeborg,21.12.1993,92.0,Mellemstor,Aktieselskab,17465031,1.0,50668000.0,DKK,2024.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BitProgress Development ApS,"Møllegærdet 32, 6000 Kolding",Kolding,18.02.2014,2.0,Mikro,Anpartsselskab,35665811,40.0,1034000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEX CABLES A/S,"A.C.Illums Vej 1, 8600 Silkeborg",Silkeborg,10.12.2004,14.0,Lille,Aktieselskab,28293623,500.0,7176000.0,DKK,2024.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unfolded Circle ApS,"Nordre Fasanvej 124 A 1 tv, 2000 Frederiksberg",Frederiksberg,10.08.2021,2.0,Mikro,Anpartsselskab,42589977,40.0,2061000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JACOBSSON & CO. ApS,"Skovvej 85 B, 2920 Charlottenlund",Gentofte,26.06.1978,Ikke oplyst,Ikke oplyst,Anpartsselskab,87621413,200.0,-5000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BatteryPark ApS,"Ladefogedvej 136, 8200 Aarhus N",Århus,10.05.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44045877,40.0,-36000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VJ KABEL ApS,"Islandsvej 5, 7900 Nykøbing M",Morsø,01.07.1988,6.0,Mikro,Anpartsselskab,12267177,245.0,240000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Regumatic ApS,"Industriparken 14, 6933 Kibæk",Herning,20.06.2019,5.0,Mikro,Anpartsselskab,40631232,40.0,1617000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VESTTHERM A/S,"Øresundsvej 10, 6715 Esbjerg N",Esbjerg,18.12.2003,33.0,Lille,Aktieselskab,26993601,500.0,17590000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FUELI ApS,"Fælledvej 17, 7600 Struer",Struer,30.06.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41503645,53.0,279000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNI-EL A/S,"Industriparken 34 B, 7400 Herning",Herning,01.09.1989,62.0,Mellemstor,Aktieselskab,13426384,500.0,14941000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Baettr Sales & Services A/S,"Smed Hansens Vej 27, 6940 Lem St",Ringkøbing-Skjern,04.12.2018,62.0,Mellemstor,Aktieselskab,40070532,400.0,70492000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provargo Invest ApS,"Korskildelund 6, 2670 Greve",Greve,03.01.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43747169,50.0,-50000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Løvgren & Sørensen ApS,"Hovedgade 53 B, 3730 Nexø",Bornholm,15.10.1982,Ikke oplyst,Ikke oplyst,Anpartsselskab,70844516,200.0,-9000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ELECTRO HEAT A/S,"Gillelejevej 30 B, 3230 Græsted",Gribskov,12.11.1972,61.0,Mellemstor,Aktieselskab,42165913,2.69,39117000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD CUT ApS,"Finlandsgade 2, 4690 Haslev",Faxe,01.07.2013,23.0,Lille,Anpartsselskab,35390375,80.0,6544000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYGG-EL ELEKTROTEKNIK ApS,"Industriskellet 8, 2635 Ishøj",Ishøj,28.02.2014,12.0,Lille,Anpartsselskab,35674373,600.0,6932000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Watts A/S,"Brogade 19 E, 4600 Køge",Køge,07.07.2020,Ikke oplyst,Ikke oplyst,Aktieselskab,41501480,1.0,-37505000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINAK A/S,"Smedevænget 8, 6430 Nordborg",Sønderborg,30.09.1980,1216.0,Stor,Aktieselskab,66365328,100.0,319094000.0,DKK,2024.0,1,1,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wire solutions ApS,"Nyvang 12, 6400 Sønderborg",Sønderborg,28.01.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40209115,40.0,-13000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culti ApS,"Kystvejen 41, 4600 Køge",Køge,27.01.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43812009,100.0,-31000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORKAB A/S,"Peter Anthonisens Vej 13, 9990 Skagen",Frederikshavn,23.03.1998,28.0,Lille,Aktieselskab,20775300,6.0,15182000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engineering Solutions ApS,"Løgstørvej 210, 9600 Aars",Vesthimmerland,19.10.2023,1.0,Mikro,Anpartsselskab,44379597,40.0,230000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECOFLAME ApS,"Vang Mark 2, 9380 Vestbjerg",Aalborg,08.09.2008,27.0,Lille,Anpartsselskab,31752094,250.0,10100000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BD Production ApS,"Lille Tornbjerg Vej 133, 5220 Odense SØ",Odense,16.07.2014,2.0,Mikro,Anpartsselskab,36050233,80.0,2180000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRØG ApS,"Holme Parkvej 36, 8270 Højbjerg",Århus,16.01.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41095407,40.0,0.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tagdækkerne ApS,"Femagervej 33, 2650 Hvidovre",Hvidovre,04.01.2011,3.0,Mikro,Anpartsselskab,33382030,80.0,1599000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viridus Manufacturing A/S,"Langdyssen 6, 8200 Aarhus N",Århus,14.02.2019,32.0,Lille,Aktieselskab,40273719,4.0,6661000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JCLS Automation ApS,"Under Avnbøgen 14, 7500 Holstebro",Holstebro,13.06.2022,1.0,Mikro,Anpartsselskab,43321889,40.0,983000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JA-US ApS,"Granhøjvej 10, 8600 Silkeborg",Silkeborg,28.07.2017,3.0,Mikro,Anpartsselskab,38823876,50.0,466000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PAJ EMS ApS,"Ellegårdvej 25 P, 6400 Sønderborg",Sønderborg,11.06.2012,8.0,Mikro,Anpartsselskab,34591199,1.043,2819000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDERS KOUE MASKINTEKNIK ApS,"Jegindøvej 18, 8800 Viborg",Viborg,01.02.1994,2.0,Mikro,Anpartsselskab,17680285,200.0,842000.0,DKK,2024.0,1,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baettr Lem A/S,"Smed Hansens Vej 27, 6940 Lem St",Ringkøbing-Skjern,07.10.2013,111.0,Mellemstor,Aktieselskab,35515046,1.0,102141000.0,DKK,2023.0,1,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitus RnD ApS,"Hammershusvej 3 K, 7400 Herning",Herning,24.11.2022,1.0,Mikro,Anpartsselskab,43670727,40.0,-1803000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modulex Danmark A/S,"Kløvervej 95, 7190 Billund",Billund,18.05.1993,11.0,Lille,Aktieselskab,17004336,500.0,10814000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BP - ELTAVLER ApS,"Langballe 10, 8700 Horsens",Horsens,01.07.1997,24.0,Lille,Anpartsselskab,20225947,125.0,6633000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUC ENGINEERING A/S,"Industrivej 29, 4200 Slagelse",Slagelse,05.06.1997,30.0,Lille,Aktieselskab,20153636,2.6,12728000.0,DKK,2023.0,1,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANISENSE A/S,"Malervej 10, 2630 Taastrup",Høje-Taastrup,05.11.2012,29.0,Lille,Aktieselskab,34731675,501.0,38796000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S LØGSTRUP-ELECTRIC,"Egeskovvej 16-18, 3490 Kvistgård",Helsingør,17.03.1970,Ikke oplyst,Ikke oplyst,Aktieselskab,30463013,1.0,0.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wygwam Danmark A/S,"Stenager 5, 6400 Sønderborg",Sønderborg,04.10.1958,80.0,Mellemstor,Aktieselskab,35520112,2.5,72594000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZEPSUS ApS,"Skodsborgvej 93, 9270 Klarup",Aalborg,24.09.2007,2.0,Mikro,Anpartsselskab,30898702,125.0,185000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSSI CONNECTORS A/S,"Anker Jørgensens Vej 2, 4930 Maribo",Lolland,01.01.1990,20.0,Lille,Aktieselskab,13919283,500.0,7436000.0,DKK,2023.0,1,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LFR - BELYSNING ApS,"Tigervej 23, 4600 Køge",Køge,19.10.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29971323,125.0,-34000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elware ApS,"Tornerosevej 132, 2730 Herlev",Herlev,11.04.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43193252,40.0,-19000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGN PARTNER A/S,"Skagerrakvej 12, 6715 Esbjerg N",Esbjerg,11.06.1998,35.0,Lille,Aktieselskab,21124184,1.25,20445000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VN Technologies ApS,"Jens Juels Gade 4, 2100 København Ø",København,07.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42657484,50.0,-13000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM-ELTEKNIK A/S,"Sillerup Møllevej 79, 6100 Haderslev",Haderslev,26.08.2002,1.0,Mikro,Aktieselskab,26787688,500.0,1383000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solutions by Vifil ApS,"Kassebjerggårdsvej 4, 4200 Slagelse",Slagelse,08.10.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41745584,40.0,64000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSS Nødstrøm ApS,"Skruegangen 3 A, 2690 Karlslunde",Greve,01.04.2019,10.0,Lille,Anpartsselskab,40399704,100.0,6304000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINBY A/S,"Snavevej 6-10, 5471 Søndersø",Nordfyns,05.05.2006,62.0,Mellemstor,Aktieselskab,29612900,10.0,41721000.0,DKK,2023.0,1,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MODARC ApS,"Agerstien 21, 5591 Gelsted",Middelfart,14.10.2020,1.0,Mikro,Anpartsselskab,41760761,40.0,1763000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP ApS,"Sandkildevej 2, 3540 Lynge",Allerød,01.11.1986,1.0,Mikro,Anpartsselskab,10519705,125.0,447000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ONE A A/S,"Hyldvej 1 A, 6092 Sønder Stenderup",Kolding,08.06.2000,17.0,Lille,Aktieselskab,25462726,526.0,22584000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Strømgårds udlejning ApS,"Vr Bjerremosevej 27, 6800 Varde",Varde,14.01.2016,2.0,Mikro,Anpartsselskab,37372633,84.0,763000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SN ELECTRONICS A/S,"Nedergårdsvej 87, 8200 Aarhus N",Århus,18.06.1998,Ikke oplyst,Ikke oplyst,Aktieselskab,21030937,570.0,109000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK TAVLE TEKNIK A/S,"Industrivej 11, 3000 Helsingør",Helsingør,01.07.1999,43.0,Lille,Aktieselskab,24224457,6.0,24924000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reflexxions ApS,"Esrum Søvej 37, 3080 Tikøb",Helsingør,19.01.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37394289,50.0,-7000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
L.C. AUDIO TECHNOLOGY ApS,"H.C. Andersens Vej 56, 8230 Åbyhøj",Århus,05.04.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26556732,126.0,-1000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAUL E. DANCHELL A/S,"Lyngvej 8, 4450 Jyderup",Holbæk,07.02.1975,49.0,Lille,Aktieselskab,56474919,500.0,17356000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PN DEVELOPMENT ApS,"Guldagervej 13 b, 6670 Holsted",Vejen,16.12.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31886538,125.0,100000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CatchAlive ApS,"Værkstedsvej 14, 6000 Kolding",Kolding,14.09.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38028677,50.0,55000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vixos Aviation ApS,"Slotsgade 30, 9330 Dronninglund",Brønderslev-Dronninglund,05.11.2021,3.0,Mikro,Anpartsselskab,42810843,40.0,2000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drizzle ApS,"Stamholmen 99, 2650 Hvidovre",Hvidovre,12.04.2017,1.0,Mikro,Anpartsselskab,38584685,50.0,95000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRO-FORM A/S,"Åstræde 4, 4600 Køge",Køge,07.07.1997,Ikke oplyst,Ikke oplyst,Aktieselskab,20324449,500.0,149000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AutoPi.io ApS,"Alexander Foss Gade 13 3 tv, 9000 Aalborg",Aalborg,25.07.2017,13.0,Lille,Anpartsselskab,38816233,50.0,9413000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNITERM SOLVARME PER MORTENSEN ApS,"Lundsager 3, 5750 Ringe",Faaborg-Midtfyn,01.06.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,26071674,125.0,732000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JE ELECTRONIC A/S,"Maserativej 3, 7100 Vejle",Vejle,04.07.1984,44.0,Lille,Aktieselskab,56422013,500.0,36446000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTARRI A/S,"Egeskovvej 29, 8700 Horsens",Horsens,13.10.1977,79.0,Mellemstor,Aktieselskab,46481410,20.0,20918000.0,DKK,2024.0,1,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TKH Airport Solutions A/S,"Københavnsvej 1, 4800 Nykøbing F",Guldborgsund,01.02.1987,18.0,Lille,Aktieselskab,10665884,38.201,-11196000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AI Lab ApS,"Maden 3, 8210 Aarhus V",Århus,13.09.2018,3.0,Mikro,Anpartsselskab,39858185,150.0,2666000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT ELEKTRO ApS,"Spangåvej 7, 2630 Taastrup",Høje-Taastrup,18.06.2008,1.0,Mikro,Anpartsselskab,31494990,125.0,424000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enomate Group Aps,"Starup Alle 27, 2770 Kastrup",Tårnby,06.05.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41345543,71.0,-105000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Go Eve ApS,"Emdrupvej 24 1 6, 2100 København Ø",København,30.11.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43682040,40.0,-5000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarios Denmark ApS,"Silkeborgvej 2, 8000 Aarhus C",Århus,31.01.2019,1.0,Mikro,Anpartsselskab,40248811,50.0,1339000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GPV INTERNATIONAL A/S,"Lysholt Allé 11, 7100 Vejle",Vejle,24.06.1981,227.0,Mellemstor,Aktieselskab,66945715,50.0,32665000.0,DKK,2023.0,1,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KRISWELL A/S,"Engelsholmvej 28 1, 8940 Randers SV",Randers,01.08.1991,Ikke oplyst,Ikke oplyst,Aktieselskab,15386940,600.0,294000.0,DKK,2023.0,1,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SAMSON ELECTRONIC ApS,"Haderslevvej 8, 6630 Rødding",Vejen,08.01.1997,Ikke oplyst,Ikke oplyst,Anpartsselskab,20199733,125.0,-4000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Develtron Light ApS,"Ribevej 13 B, 8940 Randers SV",Randers,19.10.2023,7.0,Mikro,Anpartsselskab,44376652,40.0,4115000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Born Pipe ApS,"Industrivej 14, 3700 Rønne",Bornholm,09.01.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34210365,155.0,-88000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARKILUX DESIGN ApS,"Tigervej 23, 4600 Køge",Køge,27.04.2007,4.0,Mikro,Anpartsselskab,30571274,125.0,2137000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RUSTFRI DK DESIGN ApS,"Nøjsomhedsvej 1, 4900 Nakskov",Lolland,29.06.1998,57.0,Mellemstor,Anpartsselskab,20995246,167.0,25207000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PLAY BUSINESS ApS,"Østre Strandvej 5, 3250 Gilleleje",Gribskov,21.03.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35810447,50.0,74000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ocutune ApS,"Frederiksborgvej 399, 4000 Roskilde",Roskilde,22.03.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40390766,40.0,161000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SOUNDFOCUS ApS,"Sindalsvej 34, 8240 Risskov",Århus,01.07.2010,2.0,Mikro,Anpartsselskab,33063342,150.0,1348000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RaceSign ApS,"Dalbyvej 32, 9230 Svenstrup J",Aalborg,15.04.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37625051,40.0,-16000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S LØGSTRUP-EL,"Egeskovvej 16-18, 3490 Kvistgård",Helsingør,15.09.1975,Ikke oplyst,Ikke oplyst,Aktieselskab,54731817,500.0,0.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Odin Global Tidal Invest ApS,"Middelfartvej 63 E, 5492 Vissenbjerg",Assens,03.04.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43965611,40.0,-347000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATOZ ELECTRONIC ApS,"Industrivænget 8, 5450 Otterup",Nordfyns,30.05.2005,6.0,Mikro,Anpartsselskab,28715226,125.0,10524000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METRO THERM A/S,"Rundinsvej 55, 3200 Helsinge",Gribskov,28.06.1963,184.0,Mellemstor,Aktieselskab,20567112,3.4,92786000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CircleTech Denmark ApS,"Flæsketorvet 28 1, 1711 København V",København,20.04.2023,10.0,Lille,Anpartsselskab,43999044,40.0,-476000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YellowRock A/S,"Mesterlodden 42, 2820 Gentofte",Gentofte,03.05.2023,2.0,Mikro,Aktieselskab,44047403,400.0,-1188000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLARDRIVE CONTAINER POWER ApS,"Sondrupvej 49, 8350 Hundslund",Odder,03.07.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34617902,400.0,-222000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZENSATI ApS,"Kirkevej 27, 3230 Græsted",Gribskov,13.10.2009,5.0,Mikro,Anpartsselskab,32551831,125.0,3571000.0,DKK,2024.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL CONTROL ApS,"Sverigesvej 4, 9560 Hadsund",Mariagerfjord,01.11.1988,20.0,Lille,Anpartsselskab,12560532,200.0,9016000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Signify Denmark A/S,"Arne Jacobsens Allé 15, 2300 København S",København,07.07.2015,130.0,Mellemstor,Aktieselskab,36967226,3.5,118179000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Form Copenhagen ApS,"Annexgårdsparken 21, 3500 Værløse",Furesø,21.04.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38592874,50.0,-30000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLEXIB.DK ApS,"Egholmvej 2, 4220 Korsør",Slagelse,28.01.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,32766633,125.0,0.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iiON-Systems ApS,"Lundvej 38, 8800 Viborg",Viborg,11.10.2021,2.0,Mikro,Anpartsselskab,42784338,130.0,2419000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nemoy Orbiter ApS,"Nødholmsvej 11, 4171 Glumsø",Næstved,21.10.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41818379,40.0,-9000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK YACHT TEKNIK ApS,"Rosenvænget 9, 5792 Årslev",Faaborg-Midtfyn,04.06.2014,1.0,Mikro,Anpartsselskab,30538099,50.0,1020000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
